host_response_time,host_response_rate,host_acceptance_rate,host_identity_verified,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
N/A,N/A,1,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1095.04,4.39,4.51,4.16,4.76,4.84,4.09,4.18,f,0.41
within a few hours,1,0.94,t,Private room in bed and breakfast,Private room,2,1 private bath,,1,2171.2,5,5,5,5,5,5,5,f,0.07
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,2076.8,,,,,,,,f,
within a few hours,1,0.96,t,Private room in rental unit,Private room,1,1 shared bath,,1,698.56,4.81,4.91,4.9,4.94,4.91,4.69,4.86,f,1.66
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1397.12,4.89,4.93,4.94,4.92,4.93,4.96,4.86,t,3.97
within an hour,1,0.58,t,Entire rental unit,Entire home/apt,2,1 bath,,1,1132.8,4.7,4.9,4.65,4.95,4.95,4.9,4.5,f,0.24
within an hour,1,0.72,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1416,4.7,4.84,4.9,4.79,4.8,4.72,4.62,f,1.95
within an hour,1,0.98,t,Private room in rental unit,Private room,2,1 shared bath,,1,811.84,4.89,4.91,4.98,4.92,4.89,4.81,4.89,f,4.05
N/A,N/A,0,f,Private room in rental unit,Private room,1,1 bath,,1,944,,,,,,,,f,
within a few hours,1,0.88,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1227.2,4.62,4.79,5,5,4.86,4.5,4.5,f,0.13
within an hour,1,0.89,t,Entire rental unit,Entire home/apt,2,1 bath,,1,1227.2,4.67,4.89,4.56,5,5,4.78,4.33,f,0.1
N/A,N/A,N/A,t,Entire home,Entire home/apt,10,2 baths,4,7,4323.52,5,5,4,5,5,5,4,f,0.02
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,755.2,4.4,4.43,4.07,4.79,4.5,4.93,4.36,f,0.15
within an hour,1,0.79,t,Private room in loft,Private room,2,1 private bath,1,1,1321.6,4.75,4.82,4.82,4.82,4.88,4.75,4.54,f,0.65
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,849.6,4.55,4.79,4.64,4.79,4.78,4.8,4.64,f,0.51
within a few hours,1,0.88,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1227.2,4.71,4.86,4.62,4.95,4.67,4.86,4.48,f,0.2
within a day,0.8,0.69,t,Entire rental unit,Entire home/apt,2,1 bath,3,1,1132.8,4.51,4.63,4.49,4.75,4.77,4.68,4.53,f,1.39
within an hour,1,0.89,t,Entire rental unit,Entire home/apt,2,1 bath,,1,1000.64,4.8,4.6,4.6,5,5,4.8,4.8,f,0.05
N/A,N/A,0.73,f,Entire rental unit,Entire home/apt,2,1 bath,2,3,2076.8,4.67,4.86,4.81,5,4.95,4.95,4.76,f,0.19
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,4,1 bath,2,2,1699.2,4.38,4,4.14,4.63,4.63,5,4.13,f,0.1
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,6,1 bath,2,3,1510.4,4.75,4.91,4.67,4.82,4.92,4.45,4.82,f,0.11
within a few hours,0.92,0.88,f,Private room in rental unit,Private room,1,1 shared bath,,1,698.56,4.73,4.92,4.97,4.83,4.77,4.84,4.81,f,0.69
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,6,2 baths,3,6,7457.6,4.69,4.88,4.47,4.91,4.94,4.66,4.63,f,0.31
N/A,N/A,N/A,t,Private room in rental unit,Private room,2,1 bath,,1,472,,,,,,,,f,
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,2076.8,5,5,5,5,5,5,5,f,0.01
within an hour,0.8,0.7,t,Private room in farm stay,Private room,2,1 bath,,1,1321.6,4.25,4.25,4.25,4.75,4.25,4.5,4,f,0.05
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,1,1416,3,4,2,5,4,3,3,f,0.02
within an hour,1,0,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1019.52,4.91,4.97,4.74,4.94,4.97,4.71,4.82,f,0.36
within a day,1,0.56,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,2832,4.54,4.46,4.15,4.77,4.85,4.85,4.92,f,0.13
a few days or more,0.3,0.13,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1038.4,4.29,4.38,4,4.67,4.52,4.86,4.19,f,0.23
N/A,N/A,N/A,t,Private room in rental unit,Private room,2,1 bath,,2,283.2,,,,,,,,f,
within a few hours,1,0.9,t,Entire rental unit,Entire home/apt,2,1 bath,,1,1038.4,4.62,4.82,4.65,4.9,4.93,4.68,4.54,f,0.64
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,4,1 bath,2,2,1604.8,4.7,4.95,4.9,4.8,4.8,4.1,4.65,f,0.19
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,755.2,,,,,,,,f,
N/A,N/A,N/A,f,Private room in rental unit,Private room,2,1 bath,,2,1038.4,4.75,5,5,4.5,5,5,4.25,f,0.04
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1227.2,5,5,4.33,4.67,5,5,4.33,f,0.03
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,3,1 bath,1,2,849.6,5,5,5,5,5,5,5,f,0.01
N/A,N/A,N/A,t,Private room in rental unit,Private room,2,1 bath,,1,2265.6,4,5,4,5,5,4,3,f,0.01
within a day,1,0.45,t,Entire rental unit,Entire home/apt,5,1 bath,2,2,1699.2,5,5,5,5,5,5,5,f,0.47
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,2832,5,5,5,4.67,5,5,5,f,0.03
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,944,4.94,4.88,4.88,4.8,4.88,4.88,4.88,f,0.15
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,7,1 bath,2,5,566.4,4.5,4.5,3.88,4.75,4.38,4.88,4.63,f,0.07
within an hour,1,0,t,Private room in bed and breakfast,Private room,2,1 shared bath,,,925.12,5,5,5,5,5,4,5,f,0.05
within an hour,1,0.72,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,3776,4.9,4.94,4.91,4.98,4.96,4.96,4.77,f,2.38
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,8,1.5 baths,3,4,1982.4,4.25,4.5,4,3.5,4.5,4,4,f,0.04
within an hour,1,0.72,t,Entire rental unit,Entire home/apt,4,1 bath,1,1,1793.6,4.66,4.87,4.81,4.87,4.88,4.65,4.63,f,1.47
within a day,0.65,0.16,t,Private room in rental unit,Private room,2,1 bath,,3,566.4,3.67,4,3.67,3.83,4.17,4.17,4,f,0.06
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1038.4,4.51,4.87,4.64,4.85,5,5,4.59,t,0.37
N/A,N/A,N/A,f,Private room in rental unit,Private room,2,1 shared bath,,2,925.12,3.5,2.5,3,4.5,4.5,5,5,f,0.03
N/A,N/A,N/A,t,Entire loft,Entire home/apt,4,1 bath,1,2,2057.92,4.2,4.8,4.2,4.8,4.8,4.8,4.8,f,0.05
within a day,0.92,0.69,t,Entire rental unit,Entire home/apt,6,1 bath,2,2,2511.04,4.68,4.81,4.68,4.87,4.91,4.84,4.6,f,1.21
within an hour,1,0.79,t,Entire loft,Entire home/apt,6,2 baths,3,3,3492.8,4.88,4.9,4.94,4.93,4.94,4.83,4.78,f,2.46
within an hour,1,0.87,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1963.52,3.5,4,3.5,3.5,4.5,5,4,f,1.03
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,944,4.73,4.53,4.8,4.8,4.93,5,4.53,f,0.14
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,,2,717.44,4,3,5,5,5,5,5,f,0.01
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,6,1 bath,3,3,2265.6,4.81,4.73,4.72,4.84,4.96,4.8,4.67,f,0.25
within an hour,1,0.75,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,2832,4.74,4.72,4.67,4.82,4.8,4.72,4.67,f,0.63
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,4,1 bath,2,3,1699.2,,,,,,,,f,
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,6,1 bath,1,1,4720,5,5,5,5,5,5,5,f,0.01
within a day,0.92,0.69,t,Private room in rental unit,Private room,2,1 shared bath,,1,774.08,4.89,4.83,4.94,4.92,4.97,4.92,4.92,f,0.34
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,1113.92,4.71,4.88,4.6,4.75,4.84,4.55,4.64,f,0.54
within a few hours,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1340.48,4.83,4.94,4.89,4.94,4.98,4.83,4.74,f,2.19
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,944,,,,,,,,f,
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,Half-bath,1,1,849.6,4.27,4.6,4.6,4.5,4.7,4.3,4.6,f,0.1
within a day,1,0.82,t,Entire rental unit,Entire home/apt,3,1 bath,1,1,1208.32,4.76,4.86,4.67,4.86,4.76,4.81,4.71,f,0.2
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,944,,,,,,,,f,
within a day,1,0,f,Private room in rental unit,Private room,2,1 shared bath,,1,774.08,5,5,5,5,5,5,4.75,f,0.12
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,3115.2,4.9,4.95,4.85,4.91,4.89,4.91,4.79,t,7.74
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,,1,1472.64,4.77,4.87,4.95,4.95,4.97,4.61,4.5,f,1.05
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,1,1132.8,5,4,4,5,5,5,4.5,f,0.02
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,3,3,1888,4.6,4.8,5,5,5,5,4.6,t,0.05
within a few hours,0.9,0.76,t,Private room in rental unit,Private room,2,1 shared bath,,1,981.76,4.97,4.99,4.91,4.91,4.91,4.93,4.87,f,1.2
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,5,1 bath,2,2,1302.72,4.64,5,4.79,4.86,4.86,4.43,4.57,f,0.13
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,,1,1076.16,4.8,4.86,4.88,4.91,4.93,4.85,4.71,t,4.03
N/A,N/A,1,t,Entire rental unit,Entire home/apt,7,1 bath,3,5,7080,4.44,4.56,4.22,5,5,4.78,4.44,f,0.09
within an hour,1,0.98,t,Entire rental unit,Entire home/apt,4,1 bath,2,5,1416,4.75,4.84,4.63,4.99,4.97,4.88,4.68,f,0.81
N/A,N/A,N/A,t,Private room in condo,Private room,2,1 shared bath,,1,472,4.93,4.87,4.73,4.93,5,4.8,4.87,f,0.15
N/A,N/A,1,t,Private room in rental unit,Private room,2,Half-bath,,1,566.4,4.78,4.91,4.83,4.78,4.78,4.87,4.78,f,0.21
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,10,1 bath,3,6,6136,4,3.87,3.4,4.67,4.67,4.93,4.07,f,0.17
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1718.08,4.72,4.83,4.61,4.67,4.72,4.83,4.56,f,0.19
within an hour,1,0.96,t,Private room in rental unit,Private room,2,1 bath,,1,736.32,4.67,4.9,4.93,5,5,4.79,4.59,f,0.28
N/A,N/A,0.4,t,Entire loft,Entire home/apt,4,1 bath,2,2,1736.96,4.91,4.91,5,5,5,5,4.73,f,0.13
within an hour,0.9,0.95,f,Entire townhouse,Entire home/apt,1,1 bath,,1,792.96,4.77,4.46,4.69,4.85,4.77,4.46,4.62,f,0.13
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,6,1 bath,2,3,1604.8,4.6,5,4.6,5,5,5,4.4,f,0.05
N/A,N/A,N/A,t,Private room in rental unit,Private room,2,1 shared bath,,1,566.4,4.93,4.93,4.9,4.93,4.94,4.7,4.82,f,1.11
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,8,1.5 baths,2,4,1170.56,4.5,4.39,4.33,4.67,4.89,4.61,4.5,f,0.18
within an hour,1,0.82,t,Entire rental unit,Entire home/apt,4,1 bath,1,1,1416,4.81,4.95,4.71,4.95,4.95,4.83,4.8,f,1.52
N/A,N/A,1,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1812.48,4.69,4.85,4.58,4.92,4.92,4.92,4.7,f,0.72
N/A,N/A,N/A,t,Entire loft,Entire home/apt,6,2 baths,3,3,3776,4.83,4.83,4.83,5,5,4.83,4.83,f,0.07
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,3,1 bath,1,1,944,3,3,3,4,4,4,4,f,0.01
within a day,1,0.92,t,Entire rental unit,Entire home/apt,2,1 bath,,1,1416,4.7,4.87,4.7,4.94,4.87,4.92,4.6,f,0.5
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,6608,4,5,4,5,5,5,4,f,0.01
within an hour,1,0.79,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1434.88,4.78,4.88,4.75,4.87,4.89,4.88,4.71,t,2.88
within an hour,1,0.73,t,Entire rental unit,Entire home/apt,11,2 baths,5,8,5475.2,4.63,4.67,4.47,4.88,4.88,4.92,4.3,f,0.89
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,2,1 bath,,1,1227.2,4.87,4.93,4.73,4.86,4.87,4.64,4.71,f,0.14
within a few hours,1,0.82,t,Entire loft,Entire home/apt,12,2 baths,6,7,12819.52,4.72,4.93,4.47,4.87,4.83,4.75,4.33,f,0.6
a few days or more,0.43,0.04,t,Entire rental unit,Entire home/apt,6,1 bath,3,5,7948.48,4.33,4.78,4.22,4.56,4.67,4.33,4.56,f,0.09
within an hour,1,0.85,t,Private room in townhouse,Private room,3,1 private bath,,2,1699.2,4.94,4.96,4.98,4.9,4.98,4.77,4.83,f,0.87
N/A,N/A,N/A,t,Private room in rental unit,Private room,2,1 shared bath,,1,377.6,4.94,4.94,4.88,4.97,4.91,4.52,4.81,f,0.31
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1491.52,4.11,4.52,3.59,4.79,4.72,4.97,4.1,f,0.72
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,1,736.32,4.5,4.75,4,5,5,5,4.25,f,0.04
within a few hours,1,0.98,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1472.64,4.91,4.95,4.87,4.97,4.99,4.91,4.93,f,2.51
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,,1,925.12,,,,,,,,f,
within an hour,1,0.77,t,Entire rental unit,Entire home/apt,2,1.5 baths,1,1,1397.12,4.72,4.87,4.59,4.87,4.85,4.86,4.72,f,1.84
within a few hours,1,0.93,t,Entire loft,Entire home/apt,3,1 bath,2,2,1283.84,4.44,4.72,4.29,4.84,4.93,4.5,4.56,f,0.62
within a few hours,1,0.43,t,Entire rental unit,Entire home/apt,6,2 baths,4,4,3398.4,4.94,4.94,4.87,5,4.97,5,4.77,f,0.31
within a day,0.8,0.13,t,Private room in rental unit,Private room,1,1 shared bath,,1,339.84,4.67,4.67,5,5,5,5,5,f,0.04
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1132.8,5,5,5,5,5,5,5,f,0.01
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,2832,,,,,,,,f,
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,1,1321.6,5,5,5,5,4.5,5,5,f,0.02
within a day,1,0.2,t,Entire loft,Entire home/apt,8,2 baths,4,5,4720,5,4.75,4.75,4.75,5,5,4.63,f,0.1
within an hour,1,0.96,t,Entire rental unit,Entire home/apt,2,1 bath,,1,1680.32,4.7,4.86,4.8,4.76,4.8,4.87,4.63,f,3.96
within a day,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,2,849.6,4,4.6,4.2,4.6,4.6,4.4,4,f,0.05
within an hour,0.8,0.7,t,Private room in guesthouse,Private room,1,1 private bath,1,1,1623.68,4.45,4.64,4.45,4.73,4.82,4.73,4.55,f,0.11
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,2,1 bath,,1,849.6,4.85,4.94,4.96,4.93,4.95,4.84,4.79,f,1.41
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,4,1 bath,2,2,1888,,,,,,,,f,
within an hour,0.98,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1888,4.64,4.64,4.64,4.82,4.73,5,4.27,t,0.11
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,5,1 bath,2,4,2076.8,4.75,4.89,4.94,4.94,4.89,4.52,4.64,f,1.04
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,585.28,4.5,4,4,4.5,5,5,4,f,0.02
N/A,N/A,N/A,t,Private room in rental unit,Private room,2,1 private bath,,1,981.76,4.74,4.82,4.89,4.95,4.95,4.88,4.66,f,1.36
within an hour,1,0.96,t,Private room in rental unit,Private room,1,1 shared bath,,1,604.16,4.84,4.93,4.93,4.94,4.93,4.86,4.88,f,2.78
within a day,0.65,0.16,t,Private room in rental unit,Private room,1,1 shared bath,,1,660.8,4.58,4.67,4,4.42,4.83,4.67,4.25,f,0.12
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,4,3,1510.4,4.3,4.57,4.2,4.73,4.83,4.77,4.5,t,0.29
within a day,0.75,0.85,t,Private room in rental unit,Private room,3,1 private bath,,2,1076.16,4.8,4.84,4.87,4.78,4.81,4.94,4.81,f,3.63
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,981.76,4.39,4.61,4.33,4.44,4.33,4.56,4.53,f,0.17
within an hour,0.95,1,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1151.68,4.57,4.52,4.22,4.39,4.52,4.57,4.35,t,0.24
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1038.4,4.44,4.35,4.54,4.54,4.57,4.64,4.55,f,0.45
within an hour,1,0.57,t,Entire rental unit,Entire home/apt,6,1 bath,2,3,2624.32,4.48,4.79,4.39,4.77,4.85,4.61,4.43,f,0.59
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,,1,944,4.75,4.75,5,5,5,4.5,5,f,0.06
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,2737.6,4.6,4.8,5,5,4.8,4,4.6,f,0.05
within a day,1,0.86,t,Entire rental unit,Entire home/apt,2,1 bath,,1,925.12,4.73,4.87,4.87,4.96,4.93,4.65,4.68,f,1.06
N/A,N/A,N/A,t,Private room in rental unit,Private room,2,1 shared bath,,1,547.52,5,5,4.8,5,5,4.6,5,t,0.09
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1321.6,4.7,4.83,4.71,4.82,4.83,4.62,4.78,t,0.7
within a day,0.89,0.8,t,Entire rental unit,Entire home/apt,2,1 bath,1,2,1529.28,4.87,4.93,4.82,4.93,4.93,4.96,4.82,f,2.01
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,3115.2,4.83,4.85,4.94,4.96,4.93,4.87,4.74,f,0.53
within a few hours,1,0.55,t,Entire rental unit,Entire home/apt,5,1 bath,3,4,3776,5,5,4.91,5,5,4.91,4.91,f,0.12
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,1869.12,4.6,5,4.4,5,5,4.4,4.6,f,0.06
within an hour,1,0.94,t,Entire rental unit,Entire home/apt,6,1 bath,3,3,3020.8,4.91,4.89,4.92,4.91,4.92,4.43,4.68,f,1.48
N/A,N/A,N/A,t,Private room in rental unit,Private room,1,1 shared bath,,1,396.48,4.58,4.75,4.58,4.75,4.92,4.33,4.17,f,0.14
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,6,1 bath,2,3,4531.2,5,5,4.5,5,5,5,4.75,f,0.04
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,2322.24,4.95,4.99,4.99,4.99,4.96,4.97,4.92,t,2.79
within a day,1,0.43,f,Entire rental unit,Entire home/apt,2,1 bath,2,1,2114.56,4.84,4.68,4.79,4.79,4.78,4.32,4.42,f,0.18
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,2 baths,1,1,3776,4.99,4.97,4.96,4.97,5,4.95,4.92,f,0.75
N/A,N/A,N/A,t,Private room in home,Private room,4,1 private bath,,3,849.6,4.69,4.96,4.85,4.92,4.69,4.42,4.69,f,0.25
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,3398.4,,,,,,,,f,
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,3776,4.83,5,4.5,4.83,5,4.67,4.17,f,0.06
N/A,N/A,1,f,Private room in rental unit,Private room,2,1 private bath,,1,2265.6,4.88,4.97,4.87,4.97,4.99,4.91,4.65,f,0.69
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,,1,981.76,4.74,4.87,4.93,4.87,4.9,4.67,4.73,f,9.62
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,2,1 bath,2,1,2699.84,,,,,,,,f,
N/A,N/A,N/A,t,Private room in rental unit,Private room,4,1.5 baths,,2,396.48,4.47,4.54,4.39,4.85,4.75,4.6,4.73,f,0.49
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1510.4,4.67,4.88,4.65,4.88,4.94,4.41,4.59,f,0.17
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,3,1 bath,1,3,1604.8,5,5,5,5,5,5,4,f,0.01
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,1,1453.76,4.75,4.81,4.85,4.82,4.87,4.64,4.66,f,1.89
within an hour,1,0.96,t,Private room in rental unit,Private room,1,1 shared bath,,1,792.96,4.86,4.93,4.94,4.93,4.93,4.85,4.84,f,6.11
within a few hours,1,0.94,t,Private room in bed and breakfast,Private room,2,1 private bath,,1,2171.2,4.94,4.94,5,5,5,4.96,4.78,f,0.49
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,2643.2,,,,,,,,f,
within a few hours,1,0.82,t,Entire loft,Entire home/apt,5,1 bath,2,3,3587.2,4.76,4.85,4.56,4.93,4.89,4.94,4.69,f,0.86
within an hour,1,0.97,t,Private room in condo,Private room,1,1 shared bath,,1,925.12,4.73,4.78,4.65,4.83,4.84,4.93,4.61,f,0.79
within a day,1,0.92,f,Private room in home,Private room,2,1 shared bath,,2,755.2,4.86,4.91,4.94,4.91,4.9,4.87,4.84,f,1.22
N/A,N/A,N/A,t,Private room in rental unit,Private room,2,1 bath,,1,1888,,,,,,,,f,
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1.5 baths,1,2,2303.36,,,,,,,,f,
N/A,N/A,N/A,t,Private room in rental unit,Private room,2,1 bath,,1,1321.6,,,,,,,,f,
N/A,N/A,N/A,t,Private room in rental unit,Private room,4,1 bath,,2,1132.8,4.33,4.4,3.67,4.67,4.17,4.17,3.5,f,0.07
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,6,1 bath,2,2,2643.2,4.5,5,4.5,4.5,4.5,3.5,4.5,f,0.02
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,2265.6,,,,,,,,f,
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,472,4.14,4.86,3.71,4.43,4.57,4.57,4.14,f,0.07
within a few hours,1,0.97,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,2114.56,4.71,4.76,4.74,4.88,4.9,4.9,4.66,f,1.34
within a day,1,0.81,t,Entire rental unit,Entire home/apt,10,2 baths,5,6,7835.2,4.84,4.87,4.8,4.92,4.95,4.67,4.63,f,2.32
N/A,N/A,0.73,t,Private room in rental unit,Private room,2,1 private bath,,1,2737.6,4.86,4.86,4.71,5,5,5,4.43,f,0.07
within an hour,1,0.95,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,1472.64,4.85,4.94,4.89,4.98,4.96,4.89,4.74,f,1.07
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,6,1 bath,2,3,3776,4.5,4.5,4,4.5,4.5,5,4.5,f,0.04
N/A,N/A,0.6,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,2832,4.71,4.79,4.93,5,5,4.71,4.36,t,0.14
within an hour,0.99,0.99,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,2152.32,4.33,4.47,4.33,4.73,4.71,4.96,4.25,t,0.81
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,849.6,4.25,4.75,5,4.75,5,4.5,5,f,0.04
within an hour,0.98,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,2341.12,4.79,4.89,4.82,4.78,4.72,4.91,4.74,t,1.11
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1680.32,4,4,2,4,4,4,4,f,0.01
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,4720,4.42,4.73,4.33,4.82,4.75,4.64,4.27,f,0.12
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,5,1 bath,2,2,2643.2,5,5,4.5,5,5,4.5,4,f,0.02
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,4,1 bath,1,2,2265.6,,,,,,,,f,
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,4720,4.86,5,4.43,5,4.86,4.86,4.57,f,0.07
within an hour,1,0.96,t,Entire rental unit,Entire home/apt,8,3.5 baths,4,6,5154.24,4.86,4.94,4.88,4.95,4.94,4.5,4.74,f,3.1
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,944,4.5,5,4.75,4.75,5,5,5,f,0.05
N/A,N/A,N/A,t,Entire loft,Entire home/apt,7,1 bath,2,4,1529.28,4.5,4.67,4,4.56,4.78,4.78,4.67,f,0.11
within an hour,1,0.64,t,Entire rental unit,Entire home/apt,4,1 bath,1,1,2076.8,4.79,4.83,4.9,4.92,4.96,4.81,4.67,f,0.46
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,3398.4,,,,,,,,f,
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,6,1 bath,2,4,1869.12,4.42,4.83,4.56,4.4,4.8,4.2,4.36,f,0.25
within an hour,1,0.71,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1585.92,4.68,4.84,4.62,4.88,4.84,4.65,4.6,f,0.74
within a few hours,1,0.88,t,Entire rental unit,Entire home/apt,5,1 bath,1,3,1283.84,4.74,4.89,4.74,4.81,4.85,4.44,4.67,f,0.28
within a day,0.7,0.85,t,Entire loft,Entire home/apt,3,1 bath,1,2,1189.44,4.54,4.69,4.42,4.64,4.68,4.54,4.57,f,2.24
within a day,1,0.74,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,2454.4,4.89,4.95,4.98,4.98,4.95,4.95,4.8,f,0.42
